id,rule_id,original_rule_id,xPath,parent,realName,ECA,operator,nextOperator,value,completeName
26,12,978742196,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Tardifer ,alarms-alarms
27,13,2104560701,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Duoplavin lunch,activity-medicationname
28,13,2104560701,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Duoplavin lunch,alarms-alarms
29,14,1606185754,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Ganfort eye drops,activity-medicationname
30,14,1606185754,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Ganfort eye drops evening,alarms-alarms
31,15,1892053115,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Trusopt eye drops evening,activity-medicationname
32,15,1892053115,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Trusopt eye drops evening,alarms-alarms
33,16,2034544156,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Trusopt lunch,activity-medicationname
34,16,2034544156,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Trusopt eye drops lunch,alarms-alarms
35,17,211899885,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Trusopt eye drops,activity-medicationname
36,17,211899885,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Trusopt drops morning,alarms-alarms
37,18,809092032,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Zoloft,activity-medicationname
38,18,809092032,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Zoloft,alarms-alarms
39,19,1941907476,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Lansoprazolo,activity-medicationname
40,19,1941907476,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Lansoprazolo,alarms-alarms
41,20,802638897,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Eucreas evening,activity-medicationname
42,20,802638897,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take evening Eucreas ,alarms-alarms
43,21,694118939,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Eucreas lunch,activity-medicationname
44,21,694118939,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Eucreas Lunch,alarms-alarms
45,22,1468435251,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Eucreas,activity-medicationname
46,22,1468435251,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Morning Eucreas ,alarms-alarms
47,23,1567876703,technology/light/@state,greatluminaire,state,condition,notequal,and,OFF,greatluminaire-state
48,23,1567876703,environment/dateTime/@localTime,datetime,localtime,condition,equal,NEXTOPERATOR,13:37,datetime-localtime
49,23,1567876703,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Turn off the great luminarie,reminders-reminders
50,24,1221627652,technology/light/@state,greatluminaire,state,condition,notequal,NEXTOPERATOR,OFF,greatluminaire-state
51,24,1221627652,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Turn off the great luminarie,reminders-reminders
52,25,437070775,environment/@lightLevel,livingroom,lightlevel,event,equal,NEXTOPERATOR,LOW_LIGHT,livingroom-lightlevel
53,25,437070775,applianceState/LivingRoom/lightColor,livingroom,hue color light living room,action,OPERATOR,NEXTOPERATOR,update:lightColor,livingroom-hue color light living room
54,26,2033312982,user/physiological/@steps,physiological,steps,condition,less,NEXTOPERATOR,5000,physiological-steps
55,26,2033312982,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,exercises on the treadmill,reminders-reminders
56,27,1571550446,XPATH,relativeposition,typeofproximity,event,outside,NEXTOPERATOR,house,relativeposition-typeofproximity
57,27,1571550446,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,21:00,datetime-localtime
58,27,1571550446,environment/dateTime/@localTime,datetime,localtime,condition,lt,and,22:00,datetime-localtime
59,27,1571550446,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,User 2 is away from home late at night,alarms-alarms
60,28,1592563941,user/cognitive/@trainingTime,cognitive,trainingtime,condition,less,NEXTOPERATOR,1,cognitive-trainingtime
61,28,1592563941,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Keep practicing,alarms-alarms
62,29,2112820361,user/activity/medication/@intakeTime,medication,intaketime,condition,notequal,NEXTOPERATOR,15:00,medication-intaketime
63,29,2112820361,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take the 3 o'clock pill,alarms-alarms
64,30,1093134839,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Aprovel/Coaprovel,activity-medicationname
65,30,1093134839,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Aprovel/Coaprovel ,alarms-alarms
66,31,1203160242,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Ibustrin 200 mg 1cp /die,activity-medicationname
67,31,1203160242,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Ibustrin 200 mg 1cp/die,alarms-alarms
68,32,1590173288,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Norvasc 5mg 1cp/die,activity-medicationname
69,32,1590173288,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Norvasc 5 mg 1cp/die,alarms-alarms
70,33,1483343173,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Tenormin 1/4 cp/die,activity-medicationname
71,33,1483343173,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Tenormin 1/4 pill,alarms-alarms
72,34,645674990,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Pantorc,activity-medicationname
73,34,645674990,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Remember to take the Pantorc,alarms-alarms
74,35,809749427,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Aplactin 20 mg 1cp/die,activity-medicationname
75,35,809749427,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Aplactin 20 mg 1cp/die,alarms-alarms
76,36,1777644173,user/cognitive/@trainingTime,cognitive,trainingtime,condition,less,NEXTOPERATOR,20,cognitive-trainingtime
77,36,1777644173,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Do some more exercise,reminders-reminders
78,37,1246057138,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Aspirine,activity-medicationname
79,37,1246057138,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Aspirine taken,reminders-reminders
80,38,1665350978,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Aspirine,activity-medicationname
81,38,1665350978,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Marco did not take the Aspirine!,alarms-alarms
82,39,68957425,environment/@lightLevel,bedroom,lightlevel,event,equal,NEXTOPERATOR,NO_LIGHT,bedroom-lightlevel
83,39,68957425,applianceState/Bedroom/@scene,bedroom,biorhythmlight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-biorhythmlight
84,40,469433638,environment/dateTime/@localTime,datetime,localtime,event,equal,and,18:25,datetime-localtime
85,40,469433638,user/physiological/@steps,physiological,steps,condition,less,and,5000,physiological-steps
86,40,469433638,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Go outside to have a walk,reminders-reminders
87,41,1170467921,user/position/timeInsideARoom/@timeInsideBathroom,timeinsidearoom,timeinsidebathroom,event,more,NEXTOPERATOR,2,timeinsidearoom-timeinsidebathroom
88,41,1170467921,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Marco is in the bathroom for more than 1 hour,alarms-alarms
89,42,1513466231,XPATH,relativeposition,typeofproximity,event,inside,NEXTOPERATOR,bedroom,relativeposition-typeofproximity
90,42,1513466231,applianceState/Bedroom/@scene,bedroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-relax
91,43,1933171152,environment/@motion,bedroom,motion,event,equal,and,true,bedroom-motion
92,43,1933171152,environment/dateTime/@localTime,datetime,localtime,condition,between,and,17:55,datetime-localtime
93,43,1933171152,environment/dateTime/@localTime,datetime,localtime,condition,lt,and,18:00,datetime-localtime
94,43,1933171152,applianceState/Corridor/lightColor,corridor,light strip corridor,action,OPERATOR,NEXTOPERATOR,update:lightColor,corridor-light strip corridor
95,44,84606861,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,17:52,datetime-localtime
96,44,84606861,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remember to take the aspirine,reminders-reminders
97,45,119713179,user/cognitive/@vocalEmotionalState,cognitive,vocalemotionalstate,event,equal,NEXTOPERATOR,HAPPY,cognitive-vocalemotionalstate
98,45,119713179,applianceState/LivingRoom/lightColor,livingroom,hue color light living room,action,OPERATOR,NEXTOPERATOR,update:lightColor,livingroom-hue color light living room
99,46,1739114914,user/physical/@layingDown,physical,layingdown,condition,equal,NEXTOPERATOR,true,physical-layingdown
100,46,1739114914,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Man down alarm,alarms-alarms
101,47,936824373,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,22:00,datetime-localtime
102,47,936824373,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
103,48,1968211442,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,16:00,datetime-localtime
104,48,1968211442,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
105,49,763004522,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,11:00,datetime-localtime
106,49,763004522,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
107,50,1272561656,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,09:00,datetime-localtime
108,50,1272561656,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: eye drops and therapy,reminders-reminders
109,51,1249863632,XPATH,relativeposition,typeofproximity,event,inside,NEXTOPERATOR,livingroom,relativeposition-typeofproximity
110,51,1249863632,environment/dateTime/@localTime,datetime,localtime,condition,more,and,09:30,datetime-localtime
111,51,1249863632,applianceState/LivingRoom/greatLuminare,livingroom,greatluminare,action,OPERATOR,NEXTOPERATOR,custom:greatLuminare,livingroom-greatluminare
112,52,997266552,XPATH,relativeposition,typeofproximity,event,inside,NEXTOPERATOR,livingroom,relativeposition-typeofproximity
113,52,997266552,environment/dateTime/@localTime,datetime,localtime,event,more,and,22:00,datetime-localtime
114,52,997266552,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
115,53,1111596202,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,condition,more,NEXTOPERATOR,48,cognitive-lastconnectiontime
116,53,1111596202,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please do exercises on the tablet,reminders-reminders
117,54,1909868168,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,22:00,datetime-localtime
118,54,1909868168,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
119,55,287394626,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,16:00,datetime-localtime
120,55,287394626,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
121,56,148808064,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,11:00,datetime-localtime
122,56,148808064,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
123,57,926400819,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,09:00,datetime-localtime
124,57,926400819,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: eye drops and therapy,reminders-reminders
125,58,1878396368,XPATH,relativeposition,typeofproximity,event,inside,NEXTOPERATOR,livingroom,relativeposition-typeofproximity
126,58,1878396368,environment/dateTime/@localTime,datetime,localtime,event,more,and,22:00,datetime-localtime
127,58,1878396368,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
128,59,307847951,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,event,equal,NEXTOPERATOR,48,cognitive-lastconnectiontime
129,59,307847951,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please do exercises on the tablet,reminders-reminders
130,60,460199470,environment/@motion,livingroom,motion,event,equal,and,true,livingroom-motion
131,60,460199470,environment/@lightLevel,livingroom,lightlevel,condition,equal,and,VERY_LOW_LIGHT,livingroom-lightlevel
132,60,460199470,applianceState/LivingRoom/greatLuminare,livingroom,greatluminare,action,OPERATOR,NEXTOPERATOR,custom:greatLuminare,livingroom-greatluminare
133,61,1579672307,environment/@motion,bedroom,motion,event,equal,NEXTOPERATOR,true,bedroom-motion
134,61,1579672307,applianceState/LivingRoom/lightColor,livingroom,hue color light living room,action,OPERATOR,NEXTOPERATOR,update:lightColor,livingroom-hue color light living room
135,62,232201151,environment/@motion,bedroom,motion,event,equal,NEXTOPERATOR,true,bedroom-motion
136,62,232201151,applianceState/Bedroom/@scene,bedroom,activate,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-activate
137,63,143122028,environment/twentyFourHoursWeatherForecast/@rain,twentyfourhoursweatherforecast,rain,event,equal,NEXTOPERATOR,true,twentyfourhoursweatherforecast-rain
138,63,143122028,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,tomorrow is likely to rain,alarms-alarms
139,64,728738884,user/physiological/@steps,physiological,steps,event,less,NEXTOPERATOR,6000,physiological-steps
140,64,728738884,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remind to walk more for a healthier lifestyle,reminders-reminders
141,65,506862500,XPATH,relativeposition,typeofproximity,condition,inside,NEXTOPERATOR,livingroom,relativeposition-typeofproximity
142,65,506862500,environment/dateTime/@localTime,datetime,localtime,event,equal,and,22:00,datetime-localtime
143,65,506862500,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
144,66,730456382,user/position/timeInsideARoom/@timeInsideBathroom,timeinsidearoom,timeinsidebathroom,event,more,NEXTOPERATOR,30,timeinsidearoom-timeinsidebathroom
145,66,730456382,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Marco is in the bathroom for more than 1 hour,alarms-alarms
146,67,499855005,environment/@lightLevel,bedroom,lightlevel,event,equal,NEXTOPERATOR,NO_LIGHT,bedroom-lightlevel
147,67,499855005,applianceState/Bedroom/@scene,bedroom,biorhythmlight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-biorhythmlight
148,68,1089495978,user/physiological/@steps,physiological,steps,event,less,NEXTOPERATOR,6000,physiological-steps
149,68,1089495978,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remind to walk more for a healthier lifestyle,reminders-reminders
150,69,245210718,environment/@motion,bedroom,motion,event,equal,and,true,bedroom-motion
151,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,22:00,datetime-localtime
152,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,lt,and,23:59,datetime-localtime
153,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,equal,and,02:30,datetime-localtime
154,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,equal,and,06:00,datetime-localtime
155,69,245210718,applianceState/Bathroom/lightColor,bathroom,hue color light bathroom,action,OPERATOR,NEXTOPERATOR,update:lightColor,bathroom-hue color light bathroom
156,70,28492400,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,08:00,datetime-localtime
157,70,28492400,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please measure blood sugar,reminders-reminders
158,71,1954746659,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,08:00,datetime-localtime
159,71,1954746659,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please measure blood sugar,reminders-reminders
160,72,1860576298,user/cognitive/@emotionalState,cognitive,emotionalstate,condition,equal,NEXTOPERATOR,DISCOURAGED,cognitive-emotionalstate
161,72,1860576298,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Emotional status discouraged,alarms-alarms
162,73,723194353,user/cognitive/@cognitiveState,cognitive,cognitivestate,condition,equal,NEXTOPERATOR,MILD_COGNITIVE_IMPAIRMENT,cognitive-cognitivestate
163,73,723194353,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Mild cognitive status,alarms-alarms
164,74,1458507200,user/cognitive/@emotionalState,cognitive,emotionalstate,event,equal,NEXTOPERATOR,SAD,cognitive-emotionalstate
165,74,1458507200,applianceState/LivingRoom/@scene,livingroom,activate,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-activate
166,75,1476088173,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,condition,more,NEXTOPERATOR,48,cognitive-lastconnectiontime
167,75,1476088173,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Your last connection was more than 48 hours ago. Lets play!,alarms-alarms
168,76,210155031,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,aspirine,activity-medicationname
169,76,210155031,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Aspirine taken,reminders-reminders
170,77,721225114,user/cognitive/@emotionalState,cognitive,emotionalstate,condition,equal,NEXTOPERATOR,DISCOURAGED,cognitive-emotionalstate
171,77,721225114,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Emotional status discouraged,alarms-alarms
172,78,1299316102,user/cognitive/@cognitiveState,cognitive,cognitivestate,condition,equal,NEXTOPERATOR,MILD_COGNITIVE_IMPAIRMENT,cognitive-cognitivestate
173,78,1299316102,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Mild cognitive status,alarms-alarms
174,79,1415350453,user/cognitive/@emotionalState,cognitive,emotionalstate,event,equal,NEXTOPERATOR,SAD,cognitive-emotionalstate
175,79,1415350453,applianceState/LivingRoom/@scene,livingroom,activate,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-activate
176,80,1842592295,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,condition,more,NEXTOPERATOR,48,cognitive-lastconnectiontime
177,80,1842592295,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Your last connection was more than 48 hours ago. Lets play!,alarms-alarms
178,81,1290908745,user/vocalInput/@vocalString,vocalinput,vocalstring,event,equal,NEXTOPERATOR,TURN_ON_LIGHT_IN_LIVING_ROOM_SCENE_RELAXING,vocalinput-vocalstring
179,81,1290908745,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
180,82,784470700,environment/twentyFourHoursWeatherForecast/@rain,twentyfourhoursweatherforecast,rain,condition,equal,NEXTOPERATOR,true,twentyfourhoursweatherforecast-rain
181,82,784470700,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Tomorrow will rain,reminders-reminders
182,83,713862806,user/activity/sleep/@sleepDuration,sleep,sleepduration,event,less,NEXTOPERATOR,60,sleep-sleepduration
183,83,713862806,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,you're getting too little sleep,alarms-alarms
184,84,1718829999,environment/@gasSensor,kitchen,gassensor,event,equal,or,true,kitchen-gassensor
185,84,1718829999,environment/@smokeSensor,kitchen,smokesensor,event,equal,NEXTOPERATOR,true,kitchen-smokesensor
186,84,1718829999,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,gas or smoke detected in the kitchen!,alarms-alarms
187,85,1788513126,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,event,more,or,48,cognitive-lastconnectiontime
188,85,1788513126,user/cognitive/@trainingTime,cognitive,trainingtime,event,less,NEXTOPERATOR,15,cognitive-trainingtime
189,85,1788513126,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,remember to train more,reminders-reminders
190,86,1546471114,XPATH,relativeposition,typeofproximity,TRIGGER,inside,NEXTOPERATOR,house,relativeposition-typeofproximity
191,86,1546471114,environment/@lightLevel,livingroom,lightlevel,condition,equal,NEXTOPERATOR,LOW_LIGHT,livingroom-lightlevel
192,86,1546471114,applianceState/LivingRoom/@scene,livingroom,biorhythmlight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-biorhythmlight
193,87,1649551250,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,21:00,datetime-localtime
194,87,1649551250,environment/dateTime/@localTime,datetime,localtime,condition,lt,NEXTOPERATOR,23:00,datetime-localtime
195,87,1649551250,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
196,88,1266656161,user/cognitive/@emotionalState,cognitive,emotionalstate,event,equal,NEXTOPERATOR,SAD,cognitive-emotionalstate
197,88,1266656161,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Elderly is sad: call her/him,reminders-reminders
198,89,741066011,XPATH,relativeposition,typeofproximity,TRIGGER,inside,NEXTOPERATOR,bedroom,relativeposition-typeofproximity
199,89,741066011,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,23:00,datetime-localtime
200,89,741066011,environment/dateTime/@localTime,datetime,localtime,condition,lt,NEXTOPERATOR,06:00,datetime-localtime
201,89,741066011,applianceState/Bedroom/allLight,bedroom,alllight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:changeApplianceState,bedroom-alllight
202,90,464375429,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,21:00,datetime-localtime
203,90,464375429,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remember to charge your smart devices,reminders-reminders
204,91,1326270866,XPATH,relativeposition,typeofproximity,event,outside,NEXTOPERATOR,house,relativeposition-typeofproximity
205,91,1326270866,applianceState/all/allLight,all,alllight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:changeApplianceState,all-alllight
206,92,355157170,XPATH,relativeposition,typeofproximity,event,inside,NEXTOPERATOR,house,relativeposition-typeofproximity
207,92,355157170,applianceState/Entrance/lightColor,entrance,hue color light entrance,action,OPERATOR,NEXTOPERATOR,update:lightColor,entrance-hue color light entrance
208,93,448888480,XPATH,relativeposition,typeofproximity,TRIGGER,inside,NEXTOPERATOR,livingroom,relativeposition-typeofproximity
209,93,448888480,environment/@lightLevel,livingroom,lightlevel,condition,equal,NEXTOPERATOR,LOW_LIGHT,livingroom-lightlevel
210,93,448888480,applianceState/LivingRoom/lightColor,livingroom,hue color light living room,action,OPERATOR,NEXTOPERATOR,update:lightColor,livingroom-hue color light living room
211,94,1983707087,user/position/timeInsideARoom/@timeInsideBathroom,timeinsidearoom,timeinsidebathroom,event,equal,and,20,timeinsidearoom-timeinsidebathroom
212,94,1983707087,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,22:00,datetime-localtime
213,94,1983707087,environment/dateTime/@localTime,datetime,localtime,condition,lt,NEXTOPERATOR,07:00,datetime-localtime
214,94,1983707087,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,"The elder has been in the bathroom for 20 minutes, he may have fallen",alarms-alarms
215,95,850861311,XPATH,relativeposition,typeofproximity,event,outside,NEXTOPERATOR,kitchen,relativeposition-typeofproximity
216,95,850861311,technology/light/@state,kitchenlight,state,condition,equal,NEXTOPERATOR,ON,kitchenlight-state
217,95,850861311,applianceState/Kitchen/lightColor,kitchen,hue color light kitchen,action,OPERATOR,NEXTOPERATOR,update:lightColor,kitchen-hue color light kitchen
218,96,2117586770,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,event,equal,NEXTOPERATOR,72,cognitive-lastconnectiontime
219,96,2117586770,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,More than 72 hours since the last connection to the Kwido application,alarms-alarms
