id,rule_id,original_rule_id,xPath,parent,realName,ECA,operator,nextOperator,value,completeName
26,12,978742196,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Tardifer lunch,activity-medicationname
27,12,978742196,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Tardifer ,alarms-alarms
28,13,2104560701,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Duoplavin lunch,activity-medicationname
29,13,2104560701,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Duoplavin lunch,alarms-alarms
30,14,1606185754,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Ganfort eye drops,activity-medicationname
31,14,1606185754,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Ganfort eye drops evening,alarms-alarms
32,15,1892053115,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Trusopt eye drops evening,activity-medicationname
33,15,1892053115,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Trusopt eye drops evening,alarms-alarms
34,16,2034544156,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Trusopt lunch,activity-medicationname
35,16,2034544156,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Trusopt eye drops lunch,alarms-alarms
36,17,211899885,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Trusopt eye drops,activity-medicationname
37,17,211899885,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Trusopt drops morning,alarms-alarms
38,18,809092032,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Zoloft,activity-medicationname
39,18,809092032,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Zoloft,alarms-alarms
40,19,1941907476,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Lansoprazolo,activity-medicationname
41,19,1941907476,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Lansoprazolo,alarms-alarms
42,20,802638897,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Eucreas evening,activity-medicationname
43,20,802638897,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take evening Eucreas ,alarms-alarms
44,21,694118939,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Eucreas lunch,activity-medicationname
45,21,694118939,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Eucreas Lunch,alarms-alarms
46,22,1468435251,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Eucreas,activity-medicationname
47,22,1468435251,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take Morning Eucreas ,alarms-alarms
48,23,1567876703,technology/light/@state,greatluminaire,state,condition,notequal,and,OFF,greatluminaire-state
49,23,1567876703,environment/dateTime/@localTime,datetime,localtime,condition,equal,NEXTOPERATOR,13:37,datetime-localtime
50,23,1567876703,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Turn off the great luminarie,reminders-reminders
51,24,1221627652,technology/light/@state,greatluminaire,state,condition,notequal,NEXTOPERATOR,OFF,greatluminaire-state
52,24,1221627652,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Turn off the great luminarie,reminders-reminders
53,25,437070775,environment/@lightLevel,livingroom,lightlevel,event,equal,NEXTOPERATOR,LOW_LIGHT,livingroom-lightlevel
54,25,437070775,applianceState/LivingRoom/lightColor,livingroom,hue color light living room,action,OPERATOR,NEXTOPERATOR,update:lightColor,livingroom-hue color light living room
55,26,2033312982,user/physiological/@steps,physiological,steps,condition,less,NEXTOPERATOR,5000,physiological-steps
56,26,2033312982,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,exercises on the treadmill,reminders-reminders
57,27,1571550446,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,event,equal,and,OUTSIDE,relativeposition-typeofproximity
58,27,1571550446,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,event,equal,and,HOUSE,relativeposition-pointofinterest
59,27,1571550446,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,21:00,datetime-localtime
60,27,1571550446,environment/dateTime/@localTime,datetime,localtime,condition,lt,and,22:00,datetime-localtime
61,27,1571550446,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,User 2 is away from home late at night,alarms-alarms
62,28,1592563941,user/cognitive/@trainingTime,cognitive,trainingtime,condition,less,NEXTOPERATOR,1,cognitive-trainingtime
63,28,1592563941,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Keep practicing,alarms-alarms
64,29,2112820361,user/activity/medication/@intakeTime,medication,intaketime,condition,notequal,NEXTOPERATOR,15:00,medication-intaketime
65,29,2112820361,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Take the 3 o'clock pill,alarms-alarms
66,30,1093134839,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Aprovel/Coaprovel,activity-medicationname
67,30,1093134839,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Aprovel/Coaprovel ,alarms-alarms
68,31,1203160242,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Ibustrin 200 mg 1cp /die,activity-medicationname
69,31,1203160242,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Ibustrin 200 mg 1cp/die,alarms-alarms
70,32,1590173288,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Norvasc 5mg 1cp/die,activity-medicationname
71,32,1590173288,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Norvasc 5 mg 1cp/die,alarms-alarms
72,33,1483343173,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Tenormin 1/4 cp/die,activity-medicationname
73,33,1483343173,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Tenormin 1/4 pill,alarms-alarms
74,34,645674990,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Pantorc,activity-medicationname
75,34,645674990,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Remember to take the Pantorc,alarms-alarms
76,35,809749427,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Aplactin 20 mg 1cp/die,activity-medicationname
77,35,809749427,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Aplactin 20 mg 1cp/die,alarms-alarms
78,36,1777644173,user/cognitive/@trainingTime,cognitive,trainingtime,condition,less,NEXTOPERATOR,20,cognitive-trainingtime
79,36,1777644173,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Do some more exercise,reminders-reminders
80,37,1246057138,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,Aspirine,activity-medicationname
81,37,1246057138,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Aspirine taken,reminders-reminders
82,38,1665350978,user/activity/@medicationName,activity,medicationname,event,equal,NEXTOPERATOR,Aspirine,activity-medicationname
83,38,1665350978,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Marco did not take the Aspirine!,alarms-alarms
84,39,68957425,environment/@lightLevel,bedroom,lightlevel,event,equal,NEXTOPERATOR,NO_LIGHT,bedroom-lightlevel
85,39,68957425,applianceState/Bedroom/@scene,bedroom,biorhythmlight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-biorhythmlight
86,40,469433638,environment/dateTime/@localTime,datetime,localtime,event,equal,and,18:25,datetime-localtime
87,40,469433638,user/physiological/@steps,physiological,steps,condition,less,and,5000,physiological-steps
88,40,469433638,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Go outside to have a walk,reminders-reminders
89,41,1170467921,user/position/timeInsideARoom/@timeInsideBathroom,timeinsidearoom,timeinsidebathroom,event,more,NEXTOPERATOR,2,timeinsidearoom-timeinsidebathroom
90,41,1170467921,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Marco is in the bathroom for more than 1 hour,alarms-alarms
91,42,1513466231,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,event,equal,and,INSIDE,relativeposition-typeofproximity
92,42,1513466231,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,event,equal,and,BEDROOM,relativeposition-pointofinterest
93,42,1513466231,applianceState/Bedroom/@scene,bedroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-relax
94,43,1933171152,environment/@motion,bedroom,motion,event,equal,and,true,bedroom-motion
95,43,1933171152,environment/dateTime/@localTime,datetime,localtime,condition,between,and,17:55,datetime-localtime
96,43,1933171152,environment/dateTime/@localTime,datetime,localtime,condition,lt,and,18:00,datetime-localtime
97,43,1933171152,applianceState/Corridor/lightColor,corridor,light strip corridor,action,OPERATOR,NEXTOPERATOR,update:lightColor,corridor-light strip corridor
98,44,84606861,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,17:52,datetime-localtime
99,44,84606861,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remember to take the aspirine,reminders-reminders
100,45,119713179,user/cognitive/@vocalEmotionalState,cognitive,vocalemotionalstate,event,equal,NEXTOPERATOR,HAPPY,cognitive-vocalemotionalstate
101,45,119713179,applianceState/LivingRoom/lightColor,livingroom,hue color light living room,action,OPERATOR,NEXTOPERATOR,update:lightColor,livingroom-hue color light living room
102,46,1739114914,user/physical/@layingDown,physical,layingdown,condition,equal,NEXTOPERATOR,true,physical-layingdown
103,46,1739114914,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Man down alarm,alarms-alarms
104,47,936824373,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,22:00,datetime-localtime
105,47,936824373,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
106,48,1968211442,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,16:00,datetime-localtime
107,48,1968211442,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
108,49,763004522,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,11:00,datetime-localtime
109,49,763004522,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
110,50,1272561656,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,09:00,datetime-localtime
111,50,1272561656,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: eye drops and therapy,reminders-reminders
112,51,1249863632,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,event,equal,and,INSIDE,relativeposition-typeofproximity
113,51,1249863632,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,event,equal,and,LIVINGROOM,relativeposition-pointofinterest
114,51,1249863632,environment/dateTime/@localTime,datetime,localtime,condition,more,and,09:30,datetime-localtime
115,51,1249863632,applianceState/LivingRoom/greatLuminare,livingroom,greatluminare,action,OPERATOR,NEXTOPERATOR,custom:greatLuminare,livingroom-greatluminare
116,52,997266552,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,event,equal,and,INSIDE,relativeposition-typeofproximity
117,52,997266552,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,event,equal,and,LIVINGROOM,relativeposition-pointofinterest
118,52,997266552,environment/dateTime/@localTime,datetime,localtime,event,more,and,22:00,datetime-localtime
119,52,997266552,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
120,53,1111596202,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,condition,more,NEXTOPERATOR,48,cognitive-lastconnectiontime
121,53,1111596202,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please do exercises on the tablet,reminders-reminders
122,54,1909868168,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,22:00,datetime-localtime
123,54,1909868168,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
124,55,287394626,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,16:00,datetime-localtime
125,55,287394626,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
126,56,148808064,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,11:00,datetime-localtime
127,56,148808064,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: drink a glass of water,reminders-reminders
128,57,926400819,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,09:00,datetime-localtime
129,57,926400819,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Reminder: eye drops and therapy,reminders-reminders
130,58,1878396368,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,event,equal,and,INSIDE,relativeposition-typeofproximity
131,58,1878396368,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,event,equal,and,LIVINGROOM,relativeposition-pointofinterest
132,58,1878396368,environment/dateTime/@localTime,datetime,localtime,event,more,and,22:00,datetime-localtime
133,58,1878396368,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
134,59,307847951,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,event,equal,NEXTOPERATOR,48,cognitive-lastconnectiontime
135,59,307847951,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please do exercises on the tablet,reminders-reminders
136,60,460199470,environment/@motion,livingroom,motion,event,equal,and,true,livingroom-motion
137,60,460199470,environment/@lightLevel,livingroom,lightlevel,condition,equal,and,VERY_LOW_LIGHT,livingroom-lightlevel
138,60,460199470,applianceState/LivingRoom/greatLuminare,livingroom,greatluminare,action,OPERATOR,NEXTOPERATOR,custom:greatLuminare,livingroom-greatluminare
139,61,1579672307,environment/@motion,bedroom,motion,event,equal,NEXTOPERATOR,true,bedroom-motion
140,61,1579672307,applianceState/LivingRoom/lightColor,livingroom,hue color light living room,action,OPERATOR,NEXTOPERATOR,update:lightColor,livingroom-hue color light living room
141,62,232201151,environment/@motion,bedroom,motion,event,equal,NEXTOPERATOR,true,bedroom-motion
142,62,232201151,applianceState/Bedroom/@scene,bedroom,activate,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-activate
143,63,143122028,environment/twentyFourHoursWeatherForecast/@rain,twentyfourhoursweatherforecast,rain,event,equal,NEXTOPERATOR,true,twentyfourhoursweatherforecast-rain
144,63,143122028,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,tomorrow is likely to rain,alarms-alarms
145,64,728738884,user/physiological/@steps,physiological,steps,event,less,NEXTOPERATOR,6000,physiological-steps
146,64,728738884,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remind to walk more for a healthier lifestyle,reminders-reminders
147,65,506862500,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,condition,equal,and,INSIDE,relativeposition-typeofproximity
148,65,506862500,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,condition,equal,and,LIVINGROOM,relativeposition-pointofinterest
149,65,506862500,environment/dateTime/@localTime,datetime,localtime,event,equal,and,22:00,datetime-localtime
150,65,506862500,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
151,66,730456382,user/position/timeInsideARoom/@timeInsideBathroom,timeinsidearoom,timeinsidebathroom,event,more,NEXTOPERATOR,30,timeinsidearoom-timeinsidebathroom
152,66,730456382,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Marco is in the bathroom for more than 1 hour,alarms-alarms
153,67,499855005,environment/@lightLevel,bedroom,lightlevel,event,equal,NEXTOPERATOR,NO_LIGHT,bedroom-lightlevel
154,67,499855005,applianceState/Bedroom/@scene,bedroom,biorhythmlight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,bedroom-biorhythmlight
155,68,1089495978,user/physiological/@steps,physiological,steps,event,less,NEXTOPERATOR,6000,physiological-steps
156,68,1089495978,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remind to walk more for a healthier lifestyle,reminders-reminders
157,69,245210718,environment/@motion,bedroom,motion,event,equal,and,true,bedroom-motion
158,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,22:00,datetime-localtime
159,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,lt,and,23:59,datetime-localtime
160,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,equal,and,02:30,datetime-localtime
161,69,245210718,environment/dateTime/@localTime,datetime,localtime,condition,equal,and,06:00,datetime-localtime
162,69,245210718,applianceState/Bathroom/lightColor,bathroom,hue color light bathroom,action,OPERATOR,NEXTOPERATOR,update:lightColor,bathroom-hue color light bathroom
163,70,28492400,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,08:00,datetime-localtime
164,70,28492400,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please measure blood sugar,reminders-reminders
165,71,1954746659,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,08:00,datetime-localtime
166,71,1954746659,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Please measure blood sugar,reminders-reminders
167,72,1860576298,user/cognitive/@emotionalState,cognitive,emotionalstate,condition,equal,NEXTOPERATOR,DISCOURAGED,cognitive-emotionalstate
168,72,1860576298,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Emotional status discouraged,alarms-alarms
169,73,723194353,user/cognitive/@cognitiveState,cognitive,cognitivestate,condition,equal,NEXTOPERATOR,MILD_COGNITIVE_IMPAIRMENT,cognitive-cognitivestate
170,73,723194353,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Mild cognitive status,alarms-alarms
171,74,1458507200,user/cognitive/@emotionalState,cognitive,emotionalstate,event,equal,NEXTOPERATOR,SAD,cognitive-emotionalstate
172,74,1458507200,applianceState/LivingRoom/@scene,livingroom,activate,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-activate
173,75,1476088173,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,condition,more,NEXTOPERATOR,48,cognitive-lastconnectiontime
174,75,1476088173,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Your last connection was more than 48 hours ago. Lets play!,alarms-alarms
175,76,210155031,user/activity/@medicationName,activity,medicationname,condition,equal,NEXTOPERATOR,aspirine,activity-medicationname
176,76,210155031,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Aspirine taken,reminders-reminders
177,77,721225114,user/cognitive/@emotionalState,cognitive,emotionalstate,condition,equal,NEXTOPERATOR,DISCOURAGED,cognitive-emotionalstate
178,77,721225114,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Emotional status discouraged,alarms-alarms
179,78,1299316102,user/cognitive/@cognitiveState,cognitive,cognitivestate,condition,equal,NEXTOPERATOR,MILD_COGNITIVE_IMPAIRMENT,cognitive-cognitivestate
180,78,1299316102,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Mild cognitive status,alarms-alarms
181,79,1415350453,user/cognitive/@emotionalState,cognitive,emotionalstate,event,equal,NEXTOPERATOR,SAD,cognitive-emotionalstate
182,79,1415350453,applianceState/LivingRoom/@scene,livingroom,activate,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-activate
183,80,1842592295,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,condition,more,NEXTOPERATOR,48,cognitive-lastconnectiontime
184,80,1842592295,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,Your last connection was more than 48 hours ago. Lets play!,alarms-alarms
185,81,1290908745,user/vocalInput/@vocalString,vocalinput,vocalstring,event,equal,NEXTOPERATOR,TURN_ON_LIGHT_IN_LIVING_ROOM_SCENE_RELAXING,vocalinput-vocalstring
186,81,1290908745,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
187,82,784470700,environment/twentyFourHoursWeatherForecast/@rain,twentyfourhoursweatherforecast,rain,condition,equal,NEXTOPERATOR,true,twentyfourhoursweatherforecast-rain
188,82,784470700,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Tomorrow will rain,reminders-reminders
189,83,713862806,user/activity/sleep/@sleepDuration,sleep,sleepduration,event,less,NEXTOPERATOR,60,sleep-sleepduration
190,83,713862806,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,you're getting too little sleep,alarms-alarms
191,84,1718829999,environment/@gasSensor,kitchen,gassensor,event,equal,or,true,kitchen-gassensor
192,84,1718829999,environment/@smokeSensor,kitchen,smokesensor,event,equal,NEXTOPERATOR,true,kitchen-smokesensor
193,84,1718829999,Alarms,alarms,alarms,action,OPERATOR,NEXTOPERATOR,gas or smoke detected in the kitchen!,alarms-alarms
194,85,1788513126,user/cognitive/@lastConnectionTime,cognitive,lastconnectiontime,event,more,or,48,cognitive-lastconnectiontime
195,85,1788513126,user/cognitive/@trainingTime,cognitive,trainingtime,event,less,NEXTOPERATOR,15,cognitive-trainingtime
196,85,1788513126,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,remember to train more,reminders-reminders
197,86,1546471114,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,TRIGGER,equal,and,INSIDE,relativeposition-typeofproximity
198,86,1546471114,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,TRIGGER,equal,and,HOUSE,relativeposition-pointofinterest
199,86,1546471114,environment/@lightLevel,livingroom,lightlevel,condition,equal,NEXTOPERATOR,LOW_LIGHT,livingroom-lightlevel
200,86,1546471114,applianceState/LivingRoom/@scene,livingroom,biorhythmlight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-biorhythmlight
201,87,1649551250,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,21:00,datetime-localtime
202,87,1649551250,environment/dateTime/@localTime,datetime,localtime,condition,lt,NEXTOPERATOR,23:00,datetime-localtime
203,87,1649551250,applianceState/LivingRoom/@scene,livingroom,relax,action,OPERATOR,NEXTOPERATOR,invokeFunctions:lightScene,livingroom-relax
204,88,1266656161,user/cognitive/@emotionalState,cognitive,emotionalstate,event,equal,NEXTOPERATOR,SAD,cognitive-emotionalstate
205,88,1266656161,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Elderly is sad: call her/him,reminders-reminders
206,89,741066011,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,TRIGGER,equal,and,INSIDE,relativeposition-typeofproximity
207,89,741066011,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,TRIGGER,equal,and,BEDROOM,relativeposition-pointofinterest
208,89,741066011,environment/dateTime/@localTime,datetime,localtime,condition,gt,and,23:00,datetime-localtime
209,89,741066011,environment/dateTime/@localTime,datetime,localtime,condition,lt,NEXTOPERATOR,06:00,datetime-localtime
210,89,741066011,applianceState/Bedroom/allLight,bedroom,alllight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:changeApplianceState,bedroom-alllight
211,90,464375429,environment/dateTime/@localTime,datetime,localtime,event,equal,NEXTOPERATOR,21:00,datetime-localtime
212,90,464375429,Reminders,reminders,reminders,action,OPERATOR,NEXTOPERATOR,Remember to charge your smart devices,reminders-reminders
213,91,1326270866,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,event,equal,and,OUTSIDE,relativeposition-typeofproximity
214,91,1326270866,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,event,equal,NEXTOPERATOR,HOUSE,relativeposition-pointofinterest
215,91,1326270866,applianceState/all/allLight,all,alllight,action,OPERATOR,NEXTOPERATOR,invokeFunctions:changeApplianceState,all-alllight
216,92,355157170,user/position/relativePosition/@typeOfProximity,relativeposition,typeofproximity,event,equal,and,INSIDE,relativeposition-typeofproximity
217,92,355157170,user/position/relativePosition/@pointOfInterest,relativeposition,pointofinterest,event,equal,NEXTOPERATOR,HOUSE,relativeposition-pointofinterest
