 when datetime localtime is 1800  if twentyfourhoursweatherforecast outdoorcondition is clearsky  if twentyfourhoursweatherforecast outdoortemperature is more than 20  then reminders reminders  tomorrow the weather will be excellent remember to go out for a walk ,98
 when relativeposition typeofproximity is inside  when relativeposition pointofinterest is kitchen  if kitchen lightlevel is lowlight  then kitchen hue color light kitchen  change light color ,99
 when datetime localtime is 1830  if relativeposition typeofproximity is inside  if relativeposition pointofinterest is kitchen  if kitchen lightlevel is dark  then kitchen hue color light kitchen  change light color ,100
 when datetime localtime is 0900  if datetime localdate is 12062020  then reminders reminders  remember to go to the appointment  then reminders reminders  the elder has an appointment ,101
 when cognitive emotionalstate is sad  then livingroom relax  start light scene ,102
 when datetime localtime is 0900  then reminders reminders  remember to take the medicine ,103
 when physiological heartrate is 100  if relativeposition typeofproximity is inside  if relativeposition pointofinterest is bedroom  then bedroom relax  start light scene ,104
 when physiological heartrate is 130  then alarms alarms  elderly heart rate is 130 ,105
 when datetime localtime is 2000  if relativeposition typeofproximity is outside  if relativeposition pointofinterest is house  then alarms alarms  elderly is outside house ,106
 when bedroom motion is true  if datetime localtime is more than 0000  if datetime localtime is less then 0600  then corridor light strip corridor  change light color ,107
 when datetime localtime is 1500  if physiological steps is less then 1000  then reminders reminders  you should move more ,108
 when datetime localtime is 1500  if relativeposition typeofproximity is inside  if relativeposition pointofinterest is livingroom  then livingroom relax  start light scene ,109
 when cognitive trainingresult is notprogressing  then reminders reminders  keep trying the results will improve ,110
 when currentweather outdoorcondition is clearsky  if datetime localtime is more than 0930  if datetime localtime is less then 1100  then reminders reminders  weather is good you should go out for a walk ,111
 when bedroom motion is true  then alarms alarms  no motion in bedroom ,112
 when activity medicationname is medicine x  then reminders reminders  remember to take the medicine ,113
 when cognitive trainingresult is notprogressing  then reminders reminders  training is not progressing ,114
 when cognitive trainingresult is notprogressing  then livingroom hue color light living room  change light color  then livingroom activate  start light scene ,115
 if kitchen windowsensor is open  then kitchen alllight  turn on or off ,116
 when bedroom lightlevel is nolight  then bedroom biorhythmlight  start light scene ,117
 when relativeposition typeofproximity is inside  when relativeposition pointofinterest is livingroom  when datetime localtime is more than 2200  then livingroom relax  start light scene ,118
 if cognitive lastconnectiontime is more than 48  then reminders reminders  please do exercises on the tablet ,119
 if fridge door is close  then reminders reminders  the refrigerator door is open ,120
 when datetime localtime is 0730  if currentweather outdoortemperature is less then 14  then reminders reminders  remember to take your scarf and gloves ,121
 if bedroom motion is true  then alarms alarms  wake up youll be late  then bedroom activate  start light scene ,122
 if timeinsidearoom timeinsidebedroom is more than 20  if bedroomlight state is on  then alarms alarms  energy saving mode activated  then bedroom relax  start light scene ,123
 if personaldata age is more than 70  when bedroomportablelight state is on  then corridor light strip corridor  change light color  then reminders reminders  the bedside light is on ,124
 when bedroomportablelight brightness is more than 100  then reminders reminders  lower the brightness ,125
 when entrance doorsensor is open  when livingroom windowsensor is open  then reminders reminders  close doors and  or windows ,126
 if physiological steps is more than 500  then all biorhythmlight  start light scene  then alarms alarms  increase physical activity ,127
 when kitchen smokesensor is true  when kitchenlight brightness is less then 30  then kitchen hue color light kitchen  change light color  then alarms alarms  some smoke comes from the kitchen ,128
 if fridge door is open  if personaldata age is more than 75  then kitchen alllight  turn on or off  then reminders reminders  close the fridge door ,129
 if livingroomlight state is off  when datetime localtime is 0700  then alarms alarms  accese le luci  then livingroom alllight  turn on or off ,130
 if fridge door is open  then reminders reminders  porta del frigo aperta ,131
 if bedroomportablelight state is on  when relativeposition typeofproximity is inside bedroom  then bedroom alllight  turn on or off  then reminders reminders  lights on ,132
 if cognitive emotionalstate is happy  then alarms alarms  call mum  then livingroom alllight  turn on or off ,133
 when datetime localtime is 0650  if datetime localdate is 20190209  then reminders reminders  svegliati ,134
 if fridge door is open  then reminders reminders  close the fridge door ,135
 when bedroom temperaturelevel is less then 22  if datetime localtime is 2200  then reminders reminders  set the heat to 22 degrees  ,136
 if cognitive trainingtime is 60  then livingroom relax  start light scene  then alarms alarms  you have to train for at least 60 minutes a day ,137
 if twentyfourhoursweatherforecast rain is true  if greatluminaire state is on  then alarms alarms  remember that tomorrow will rain  then livingroom hue color light living room  change light color ,138
 if relativeposition typeofproximity is outside bedroom  when bedroomlight state is on  then reminders reminders  you turned on the light by mistake  then bedroom alllight  turn on or off ,139
 if fridge door is open  then reminders reminders  close fridges door ,140
 when currentweather rain is true  if livingroom windowsensor is open  then alarms alarms  close the windows ,141
 if activity medicationname is cardio aspirina  then kitchen hue color light kitchen  change light color  then alarms alarms  cardioaspirina ,142
 if bedroom temperaturelevel is less then 13  if bedroomlight color is azure  then bedroom alllight  turn on or off  then alarms alarms  low temperature in bedroom ,143
 when activity wakingup is true  if bedroomportablelight state is on  then reminders reminders  wake up  then bathroom alllight  turn on or off ,144
 if fridge door is open  then reminders reminders  remember to close the fridge ,145
 when currentweather outdoorcondition is thunderstorm  if livingroom windowsensor is open  then reminders reminders  remember to close the windows ,146
 if entrance doorsensor is close  then alarms alarms  be careful thiefs  then all alllight  turn on or off ,147
 if kitchen gassensor is true  if kitchen lightlevel is nolight  then alarms alarms  gas leak  then kitchen alllight  turn on or off  then kitchen hue color light kitchen  change light color ,148
 when activity wakingup is true  if bedroom lightlevel is nolight  then bedroom relax  start light scene  then reminders reminders  have a nice day ,149
 if fridge door is open  then alarms alarms  you left the fridge open ,150
 if relativeposition typeofproximity is outside kitchen  if kitchen gassensor is true  then all biorhythmlight  start light scene  then alarms alarms  th egas sensor is active check that you have turned it off ,151
 when cognitive emotionalstate is sad  if livingroomlight state is off  then livingroom relax  start light scene  then reminders reminders  do you want me to play some music ,152
 when currentweather rain is true  if livingroom windowsensor is open  then alarms alarms  its raining close the windows ,153
 if activity medicationname is pressione  then all biorhythmlight  start light scene  then alarms alarms  you didnt take the meds ,154
 if kitchen gassensor is true  if kitchenlight state is off  then alarms alarms  has anyone forgotten to turn off the gas  then bedroom hue color light bedroom  change light color ,155
 when currentweather outdoortemperature is less then 6  if corridor windowsensor is close  then reminders reminders  é freddo é meglio tu chiuda la finestra del corridoio ,156
 when relativeposition typeofproximity is outside bathroom  if bathroomlight state is on  then corridor light strip corridor  change light color  then reminders reminders  remember to turn off the light when you leave the bathroom ,157
 if kitchenlight brightness is less then 1  then reminders reminders  change the kitchen lamp ,158
 if physiological steps is more than 7000  then alarms alarms  you did little exercise today you should take a walk  then livingroom hue color light living room  change light color ,159
 if bathroomlight state is on  if datetime localtime is 2100  then reminders reminders  remember to turn off the bathroom light before going to sleep ,160
 if kitchen motion is true  when kitchen gassensor is true  then reminders reminders  gas stove unattended turn it off as soon as you can ,161
 if test-user typeofproximity is inside bedroom  then reminders reminders  child is not in the bedroom  then bedroom hue color light bedroom  change light color ,162
 if kitchen motion is true  if fridge door is open  then corridor light strip corridor  change light color ,163
 when sleep bedoccupancy is out  if smalllight state is off  then bedroom hue color light bedroom  change light color  then reminders reminders  good awakening ,164
 when livingroomlight state is off  then reminders reminders  living room light on ,165
 when entrance doorsensor is open  if currentweather rain is true  then reminders reminders  close the window ,166
 when relativeposition typeofproximity is inside livingroom  then alarms alarms  lights off  then all alllight  turn on or off ,167
 if livingroom motion is true  if greatluminaire state is off  then alarms alarms  movement in the house  then all alllight  turn on or off ,168
 when activity wakingup is true  if bedroomlight state is on  then bedroom relax  start light scene  then reminders reminders  todays appointments ,169
 if bedroomportablelight temperature is 0  then reminders reminders  dont strain your eyes turn the color to warmer shades ,170
 when datatime localtime is 2130  if bedroom lightlevel is normallight  then reminders reminders  lower the brightness of the light for better rest ,171
 when relativeposition typeofproximity is outside kitchen  if fridge door is open  then corridor alllight  turn on or off  then reminders reminders  the refrigerator remained open ,172
 when kitchen smokesensor is true  when kitchenlight state is on  then alarms alarms  smoke in the kitchen  then kitchen alllight  turn on or off ,173
 when activity wakingup is true  then alarms alarms  you woke up at an unusual time you may have to regain energy for tomorrow  then reminders reminders  news about your sleep look at your mail  ,174
 if fridge door is open  then reminders reminders  the fridge door is open ,175
 if livingroom lightlevel is daylight  then alarms alarms  the living room light has just been turned on   then livingroom alllight  turn on or off ,176
 if entrance doorsensor is open  if entrancelight state is off  then alarms alarms  the entrance light has just been turned on  then entrance alllight  turn on or off ,177
 when relativeposition typeofproximity is inside bedroom  if bedroomlight state is off  then bedroom alllight  turn on or off  then reminders reminders  the bedroom light has been turned on ,178
 when livingroom temperaturelevel is less then 10  if livingroom windowsensor is open  then bedroom alllight  turn on or off  then reminders reminders  the living room window is open and the inside temperature is too low ,179
 if bedroom lightlevel is daylight  then reminders reminders  the light in the bedroom is on ,180
 when currentweather outdoorcondition is fog  if livingroom windowsensor is open  then reminders reminders  it is advisable to close the kitchen window due to strong fog ,181
 if physiological heartrate is less then 100  then alarms alarms  check the blood pressure  then bedroom hue color light bedroom  change light color ,182
 if kitchen windowsensor is open  if kitchenlight state is off  then alarms alarms  kitchen window is open  then kitchen alllight  turn on or off ,183
 when timeinsidearoom timeinsidebathroom is more than 15  if bathroomlight state is on  then bathroom hue color light bathroom  change light color  then reminders reminders  15 minutes spent in bathroom ,184
 if corridorlightstrip state is on  then reminders reminders  reminder text ,185
 if livingroom windowsensor is open  when livingroom temperaturelevel is less then 20  then reminders reminders  reminder text ,186
 if entrance doorsensor is close  then alarms alarms  alarm text  then all alllight  turn on or off ,187
 if kitchen smokesensor is true  if kitchen lightlevel is nolight  then alarms alarms  alarm text  then kitchen alllight  turn on or off ,188
 if relativeposition typeofproximity is outside bathroom  when bathroom lightlevel is normallight  then reminders reminders  reminder text  then all alllight  turn on or off ,189
 if currentweather outdoorcondition is rain  then reminders reminders  remember the umbrella ,190
 if kitchen smokesensor is true  if kitchen temperaturelevel is more than 40  then alarms alarms  fire  then entrance biorhythmlight  start light scene ,191
 when fridge door is close  if cognitive emotionalstate is happy  then kitchen relax  start light scene  then reminders reminders  have a snack and close the fridge when youre done ,192
 if activity wakingup is true  then alarms alarms  the user did not wake up  then all alllight  turn on or off ,193
 when livingroom windowsensor is open  then reminders reminders  close the window ,194
 when fridge door is open  then reminders reminders  warning the fridge door is open ,195
 if datetime localtime is 1900  when livingroom temperaturelevel is less then 18  then reminders reminders  turn the heater on ,196
 when activity wakingup is true  then alarms alarms  wake up  then bedroom hue color light bedroom  change light color ,197
 if entrancelight state is off  if entrance motion is true  then alarms alarms  welcome back  then bedroom hue color light bedroom  change light color ,198
 when relativeposition typeofproximity is inside bathroom  if bathroomlight state is off  then bathroom alllight  turn on or off  then reminders reminders  mind the gap ,199
 if entrancelight state is on  then reminders reminders  turn the light off ,200
 when currentweather outdoorcondition is thunderstorm  if livingroom windowsensor is open  then reminders reminders  close the windows ,201
 if livingroom temperaturelevel is more than 12  then alarms alarms  turn on the heater  then all alllight  turn on or off ,202
 if bathroom smokesensor is true  if bathroomlight state is off  then alarms alarms  smoke check the bathroom  then all alllight  turn on or off ,203
 if timeinsidearoom timeinsidekitchen is more than 50  if kitchen windowsensor is close  then kitchen hue color light kitchen  change light color  then reminders reminders  check the microwave ,204
 when livingroom temperaturelevel is 30  then alarms alarms  turn on the air conditioner  ,205
 when timeinsidearoom timeinsidekitchen is 30  if kitchen gassensor is true  then alarms alarms  turn off the stove ,206
 if fridge door is close  then alarms alarms  close the fridge  then bedroom relax  start light scene ,207
 if entrance motion is true  if entrancelight state is off  then entrance hue color light entrance  change light color  then alarms alarms  welcome back ,208
 when activity wakingup is true  if bedroomlight state is on  then bedroom alllight  turn on or off  then reminders reminders  good morning ,209
 when relativeposition typeofproximity is inside entrance  then entrance alllight  turn on or off  then corridor alllight  turn on or off ,210
 when kitchen smokesensor is true  if relativeposition typeofproximity is outside entrance  then alarms alarms  warning smoke sensors are on ,211
 when physiological heartrate is more than 199  if activity medicationname is medicina per il cuore  then all alllight  turn on or off  then alarms alarms  warning high hearth rate ,212
 if currentweather rain is true  if corridor windowsensor is open  then all biorhythmlight  start light scene  then reminders reminders  its raining you left the windows open ,213
 if activity wakingup is true  then bedroom activate  start light scene  then reminders reminders  its time to get up ,214
 if entrancelight state is on  then reminders reminders  remember to turn off the light ,215
 if currentweather rain is true  if currentweather rainquantity is more than 10  then reminders reminders  remember to take the umbrella ,216
 if fridge door is close  then reminders reminders  fridge door is open  then bedroom hue color light bedroom  change light color ,217
 when corridor smokesensor is true  when corridorlightstrip color is red  then reminders reminders  smoke in the corridor  then all biorhythmlight  start light scene ,218
 when activity wakingup is true  when bedroomlight state is on  then bedroom activate  start light scene  then reminders reminders  good morning ,219
 if timeinsidearoom timeinsidebedroom is more than 1  if entrancelight state is on  then reminders reminders  switch the light off  then bedroom hue color light bedroom  change light color ,220
 if fridge door is open  if kitchen lightlevel is nolight  then alarms alarms  close the fridge door  then corridor light strip corridor  change light color ,221
 when currentweather outdoorcondition is showerrain  if bedroom windowsensor is open  then reminders reminders  close the window ,222
 if activity wakingup is true  then alarms alarms  user has not woken up yet  then bedroom activate  start light scene ,223
 if corridorlightstrip state is off  then reminders reminders  switch the corridor light strip on ,224
 if microwave door is open  then reminders reminders  close microwave door ,225
 if currentweather rain is true  then alarms alarms  do laundry  then livingroom hue color light living room  change light color ,226
 when livingroom motion is true  if livingroom temperaturelevel is less then 18  then reminders reminders  check the radiators ,227
 if entrance lightlevel is dark  if entrancelight saturation is less then 5  then alarms alarms  light brightness  then entrance alllight  turn on or off ,228
 when sleep sleepduration is more than 480  if bedroomlight state is off  then bedroom activate  start light scene  then reminders reminders  worktime ,229
 when fridge door is open  then reminders reminders  there are products that are about to expire ,230
 if activity medicationname is medicina  then alarms alarms  the medicine has not been taken ,231
 when microwave door is open  if microwave door is close  then alarms alarms  alarm text  then alarms alarms  cooking is not finished ,232
 if currentweather outdoortemperature is 0  if bathroomlight temperature is 11  then bathroom hue color light bathroom  change light color ,233
 if physiological heartrate is 100  if cognitive vocalemotionalstate is sad  then livingroom relax  start light scene  then reminders reminders  now relax ,234
 when entrancelight state is on  then alarms alarms  welcome home ,235
 when cognitive trainingtime is more than 05  then alarms alarms  time for some workout  then livingroom activate  start light scene ,236
 if livingroom windowsensor is open  when currentweather rain is true  then alarms alarms  close the window ,237
 if kitchen temperaturelevel is more than 4  if fridge door is open  then alarms alarms  close the fridge door  then kitchen alllight  turn on or off ,238
 when physiological heartrate is more than 100  if datetime localtime is 2230  if bedroomlight state is off  then alarms alarms  are you ok  then bedroom biorhythmlight  start light scene ,239
 when entrancelight state is on  then reminders reminders  reminder text ,240
 if livingroom temperaturelevel is 25  then alarms alarms  fix the living room temperature  then livingroom alllight  turn on or off ,241
 when kitchen gassensor is true  when kitchen smokesensor is true  then reminders reminders  reminder text ,242
 if currentweather outdoorcondition is fog  if greatluminaire state is off  then alarms alarms  alarm text  then all alllight  turn on or off ,243
 if relativeposition typeofproximity is inside entrance  if entrancelight state is on  then entrance alllight  turn on or off  then reminders reminders  someone at the entrance ,244
 when fridge door is open  then reminders reminders  check the expiration date of the milk ,245
 when relativeposition typeofproximity is inside house  then all alllight  turn on or off  then alarms alarms  i turned off all the lights in the house ,246
 when currentweather rain is true  if datetime localtime is 0000  then reminders reminders  remember to take the umbrella ,247
 when kitchen smokesensor is true  if kitchen windowsensor is close  then alarms alarms  alarm text  then all alllight  turn on or off ,248
 when sleep sleepduration is more than 15  if bedroomlight state is on  then bedroom alllight  turn on or off  then reminders reminders  even today you fell asleep with the light on  ,249
 when fridge door is open  then reminders reminders  do not keep the refrigerator door open longer than necessary ,250
 if bathroom lightlevel is nolight  then bathroom alllight  turn on or off  then reminders reminders  you left the lights turn on in the bathroomagain charles i took care of it ,251
 when currentweather rain is true  if livingroom windowsensor is open  then reminders reminders  charles has just started raining you should close the windows in the livingroom ,252
 if kitchen noiselevel is more than 1  if bedroomportablelight state is on  then alarms alarms  im pretty sure you dont need the lights turn on in your bedroom right now charles  then bedroom alllight  turn on or off ,253
 when timeinsidearoom timeinsidekitchen is more than 1  if kitchenlight state is off  then kitchen alllight  turn on or off  then reminders reminders  i took the liberty of turning the lights on charles you are quiet shortsighted though ,254
 when fridge door is open  then reminders reminders  close the fridge ,255
 if entrance door is close  then reminders reminders  warning entrance door is open  then home alllight  turn on or off ,256
 when todayweather outdoortemperature is less then 10  if bedroom temperature is less then 18  then reminders reminders  turn on the heaters ,257
 when kitchen smokesensor is true  if microwave door is close  then reminders reminders  the food is burned  then kitchen hue color light kitchen  change light color ,258
 when test-user typeofproximity is inside bedroom  then reminders reminders  wake up its your birthday  then bedroom hue color light bedroom  change light color ,259
 when fridge door is open  then reminders reminders  close the fridge door ,260
 when microwave door is close  then alarms alarms  microwave door open ,261
 when bathroom doorsensor is open  if bathroom doorsensor is open  then reminders reminders  close the bathroom door ,262
 if currentweather wind is more than 5  when corridor temperaturelevel is less then 18  then alarms alarms  alarm text ,263
 when timeinsidearoom timeinsidebathroom is more than 10  if bathroomlight state is off  then reminders reminders  bathroom light is on for too long  then alarms alarms  someone is sick in the bathroom ,264
 if microwave door is open  then reminders reminders  remember not to leave the door open ,265
 if corridorlightstrip state is off  then alarms alarms  turn the ligths off  then corridor alllight  turn on or off ,266
 when currentweather snow is true  if currentweather outdoortemperature is less then 0  then reminders reminders  its snowing ,267
 if datetime localtime is 1000  if kitchenlight state is on  then alarms alarms  ligths on  then kitchen alllight  turn on or off ,268
 if bathroomlight state is off  when vocalinput vocalstring is turnonlightinbathroomcolorwhite  then bathroom alllight  turn on or off  then reminders reminders  remember to turn on the bathroom light ,269
 when kitchen gassensor is true  then reminders reminders  the gas sensor is active ,270
 if corridorlightstrip state is off  then alarms alarms  attention the lights in the corridor are on remember to turn them off  then entrance hue color light entrance  change light color ,271
 when twentyfourhoursweatherforecast outdoorcondition is snow  if twentyfourhoursweatherforecast outdoortemperature is 0  then reminders reminders  snow is expected tomorrow remember to put snow chains on the car ,272
 when entrance doorsensor is open  when entrancelight state is on  then alarms alarms  attention the entrance light is on and the door sensor is active  then all alllight  turn on or off ,273
 when sleep bedoccupancy is in  if bedroomlight state is off  then reminders reminders  the alarm rings in 5 minutes  then bedroom alllight  turn on or off ,274
 if fridge door is open  then reminders reminders  remember not to leave the fridge open ,275
 if kitchenlight state is off  then alarms alarms  you left the light off in the kitchen   then kitchen alllight  turn on or off ,276
 when currentweather snow is true  if datetime localtime is 1400  then reminders reminders  its snowing no beach volleyball today at 220pm ,277
 if datetime localtime is 1700  if livingroomlight state is off  then alarms alarms  the light in the living room is still off  then livingroom alllight  turn on or off ,278
 if bathroomlight state is off  when vocalinput vocalstring is turnofflightinbathroom  then bathroom alllight  turn on or off  then reminders reminders  remember to turn off the lights in the bathroom ,279
 when corridor motion is true  then corridor alllight  turn on or off ,280
 when fridge door is close  then alarms alarms  put out a beep sound  then kitchen alllight  turn on or off ,281
 when twentyfourhoursweatherforecast outdoortemperature is more than 90  if physiological heartrate is more than 40  then reminders reminders  do not go out for jogging ,282
 if kitchen gassensor is true  if microwave door is open  then alarms alarms  trigger alarm beeps  then kitchen activate  start light scene ,283
 when timeinsidearoom timeinsidebathroom is more than 50  if bathroom temperaturelevel is more than 30  then bathroom activate  start light scene  then reminders reminders  get out of the bathroom ,284
 if kitchen doorsensor is open  then reminders reminders  check that the fridge door is closed ,285
 when bathroom lightlevel is dark  then alarms alarms  turning off the bathroom lights  then bathroom alllight  turn on or off ,286
